taxon_concept_id,rank,ancestors_taxon_concepts_ids,preferred_scientific_names,preferred_common_names,hierarchy_entry_id,resource_name,content_provider_name,identifier
"","","","","",212,NMNH Botany Elevation Data (Summarized),,Acalypha_chamaedrifolia_(Lam.)_Müll._Arg.
209,species,"162,203",Acalypha poiretii Spreng.,"",,,,
"","","","","",213,NMNH Botany Elevation Data (Summarized),,Acalypha_poiretii_Spreng.
210,species,"162,203",Acalypha portoricensis Müll. Arg.,"",,,,
"","","","","",214,NMNH Botany Elevation Data (Summarized),,Acalypha_portoricensis_Müll._Arg.
211,species,"162,203",Acalypha setosa A. Rich.,"",,,,
"","","","","",215,NMNH Botany Elevation Data (Summarized),,Acalypha_setosa_A._Rich.
212,genus,162,"","",,,,
"","","","","",216,,,""
213,species,"162,212",Acanthocereus tetragonus (L.) Hummelinck,"",,,,
"","","","","",217,NMNH Botany Elevation Data (Summarized),,Acanthocereus_tetragonus_(L.)_Hummelinck
214,genus,162,"","",,,,
"","","","","",218,,,""
215,species,"162,214",Acanthospermum hispidum DC.,"",,,,
"","","","","",219,NMNH Botany Elevation Data (Summarized),,Acanthospermum_hispidum_DC.
216,genus,162,"","",,,,
"","","","","",220,,,""
217,species,"162,216",Achillea millefolium L.,"",,,,
"","","","","",221,NMNH Botany Elevation Data (Summarized),,Achillea_millefolium_L.
218,genus,162,"","",,,,
"","","","","",222,,,""
219,species,"162,218",Achimenes antirrhina (DC.) C.V. Morton,"",,,,
"","","","","",223,NMNH Botany Elevation Data (Summarized),,Achimenes_antirrhina_(DC.)_C.V._Morton
220,species,"162,218",Achimenes erecta (Lam.) H.P. Fuchs,"",,,,
"","","","","",224,NMNH Botany Elevation Data (Summarized),,Achimenes_erecta_(Lam.)_H.P._Fuchs
221,species,"162,218",Achimenes fimbriata Rose ex C.V. Morton,"",,,,
"","","","","",225,NMNH Botany Elevation Data (Summarized),,Achimenes_fimbriata_Rose_ex_C.V._Morton
222,species,"162,218",Achimenes flava C.V. Morton,"",,,,
"","","","","",226,NMNH Botany Elevation Data (Summarized),,Achimenes_flava_C.V._Morton
223,species,"162,218",Achimenes glabrata (Zucc.) Fritsch,"",,,,
"","","","","",227,NMNH Botany Elevation Data (Summarized),,Achimenes_glabrata_(Zucc.)_Fritsch
224,species,"162,218",Achimenes grandiflora (Scheide) DC.,"",,,,
"","","","","",228,NMNH Botany Elevation Data (Summarized),,Achimenes_grandiflora_(Scheide)_DC.
225,species,"162,218",Achimenes heterophylla (Mart.) DC.,"",,,,
"","","","","",229,NMNH Botany Elevation Data (Summarized),,Achimenes_heterophylla_(Mart.)_DC.
226,species,"162,218",Achimenes hintoniana Ram.-Roa & L.E. Skog,"",,,,
"","","","","",230,NMNH Botany Elevation Data (Summarized),,Achimenes_hintoniana_Ram.-Roa_&_L.E._Skog
227,species,"162,218",Achimenes longiflora DC.,"",,,,
"","","","","",231,NMNH Botany Elevation Data (Summarized),,Achimenes_longiflora_DC.
228,species,"162,218",Achimenes misera Lindl.,"",,,,
"","","","","",232,NMNH Botany Elevation Data (Summarized),,Achimenes_misera_Lindl.
229,species,"162,218",Achimenes patens Benth.,"",,,,
"","","","","",233,NMNH Botany Elevation Data (Summarized),,Achimenes_patens_Benth.
230,species,"162,218",Achimenes pedunculata Benth.,"",,,,
"","","","","",234,NMNH Botany Elevation Data (Summarized),,Achimenes_pedunculata_Benth.
231,genus,162,"","",,,,
"","","","","",235,,,""
232,species,"162,231",Achnatherum eminens (Cav.) Barkworth,"",,,,
"","","","","",236,NMNH Botany Elevation Data (Summarized),,Achnatherum_eminens_(Cav.)_Barkworth
233,species,"162,231",Achnatherum hymenoides (Roem. & Schult.) Barkworth,"",,,,
"","","","","",237,NMNH Botany Elevation Data (Summarized),,Achnatherum_hymenoides_(Roem._&_Schult.)_Barkworth
234,genus,162,"","",,,,
"","","","","",238,,,""
235,species,"162,234",Achyranthes aspera L.,"",,,,
"","","","","",239,NMNH Botany Elevation Data (Summarized),,Achyranthes_aspera_L.
236,variety,"162,234",Achyranthes aspera var. aspera L.,"",,,,
"","","","","",240,NMNH Botany Elevation Data (Summarized),,Achyranthes_aspera_var._aspera_L.
237,genus,162,"","",,,,
"","","","","",241,,,""
238,species,"162,237",Aciachne pulvinata Benth.,"",,,,
"","","","","",242,NMNH Botany Elevation Data (Summarized),,Aciachne_pulvinata_Benth.
239,genus,162,"","",,,,
"","","","","",243,,,""
240,species,"162,239",Acicarpha tribuloides,"",,,,
"","","","","",244,NMNH Botany Elevation Data (Summarized),,Acicarpha_tribuloides
241,genus,162,"","",,,,
"","","","","",245,,,""
242,species,"162,241",Acisanthera quadrata Pers.,"",,,,
"","","","","",246,NMNH Botany Elevation Data (Summarized),,Acisanthera_quadrata_Pers.
243,genus,162,"","",,,,
"","","","","",247,,,""
244,variety,"162,243",Acmella radicans var. debilis (Kunth) R.K. Jansen,"",,,,
"","","","","",248,NMNH Botany Elevation Data (Summarized),,Acmella_radicans_var._debilis_(Kunth)_R.K._Jansen
245,species,"162,243",Acmella uliginosa (Sw.) Cass.,"",,,,
"","","","","",249,NMNH Botany Elevation Data (Summarized),,Acmella_uliginosa_(Sw.)_Cass.
246,genus,162,"","",,,,
"","","","","",250,,,""
247,species,"162,246",Acnistus arborescens (L.) Schltdl.,"",,,,
"","","","","",251,NMNH Botany Elevation Data (Summarized),,Acnistus_arborescens_(L.)_Schltdl.
248,genus,162,"","",,,,
"","","","","",252,,,""
249,species,"162,248",Acroceras zizanioides (Kunth) Dandy,"",,,,
"","","","","",253,NMNH Botany Elevation Data (Summarized),,Acroceras_zizanioides_(Kunth)_Dandy
250,genus,162,"","",,,,
"","","","","",254,,,""
251,species,"162,250",Acrocomia aculeata (Jacq.) Lodd. ex Mart.,"",,,,
"","","","","",255,NMNH Botany Elevation Data (Summarized),,Acrocomia_aculeata_(Jacq.)_Lodd._ex_Mart.
252,genus,162,"","",,,,
"","","","","",256,,,""
253,species,"162,252",Acronia bivalvis (Lindl.) Luer,"",,,,
"","","","","",257,NMNH Botany Elevation Data (Summarized),,Acronia_bivalvis_(Lindl.)_Luer
254,species,"162,252",Acronia semiscabra (Lindl.) Luer,"",,,,
"","","","","",258,NMNH Botany Elevation Data (Summarized),,Acronia_semiscabra_(Lindl.)_Luer
255,genus,162,"","",,,,
"","","","","",259,,,""
256,species,"162,255",Actinocladum verticillatum (Nees) McClure ex Soderstr.,"",,,,
"","","","","",260,NMNH Botany Elevation Data (Summarized),,Actinocladum_verticillatum_(Nees)_McClure_ex_Soderstr.
257,genus,162,"","",,,,
"","","","","",261,,,""
258,species,"162,257",Adelia ricinella L.,"",,,,
"","","","","",262,NMNH Botany Elevation Data (Summarized),,Adelia_ricinella_L.
259,genus,162,"","",,,,
"","","","","",263,,,""
260,species,"162,259",Adenanthera pavonina L.,"",,,,
"","","","","",264,NMNH Botany Elevation Data (Summarized),,Adenanthera_pavonina_L.
261,genus,162,"","",,,,
"","","","","",265,,,""
262,species,"162,261",Adenophorus pinnatifidus Gaudich.,"",,,,
"","","","","",266,NMNH Botany Elevation Data (Summarized),,Adenophorus_pinnatifidus_Gaudich.
263,variety,"162,261",Adenophorus tamariscinus var. tamariscinus,"",,,,
"","","","","",267,NMNH Botany Elevation Data (Summarized),,Adenophorus_tamariscinus_var._tamariscinus
264,species,"162,261",Adenophorus tenellus (Kaulf.) Ranker,"",,,,
"","","","","",268,NMNH Botany Elevation Data (Summarized),,Adenophorus_tenellus_(Kaulf.)_Ranker
265,species,"162,261",Adenophorus tripinnatifidus Gaudich.,"",,,,
"","","","","",269,NMNH Botany Elevation Data (Summarized),,Adenophorus_tripinnatifidus_Gaudich.
266,genus,162,"","",,,,
"","","","","",270,,,""
267,species,"162,266",Adenostemma brasilianum (Pers.) Cass.,"",,,,
"","","","","",271,NMNH Botany Elevation Data (Summarized),,Adenostemma_brasilianum_(Pers.)_Cass.
268,species,"162,266",Adenostemma verbesina (L.) Sch. Bip.,"",,,,
"","","","","",272,NMNH Botany Elevation Data (Summarized),,Adenostemma_verbesina_(L.)_Sch._Bip.
269,species,"162,266",Adenostemma viscosum J.R. Forst. & G. Forst.,"",,,,
"","","","","",273,NMNH Botany Elevation Data (Summarized),,Adenostemma_viscosum_J.R._Forst._&_G._Forst.
270,genus,162,"","",,,,
"","","","","",274,,,""
271,species,"162,270",Adiantum capillus-veneris L.,"",,,,
"","","","","",275,NMNH Botany Elevation Data (Summarized),,Adiantum_capillus-veneris_L.
272,species,"162,270",Adiantum hispidulum Sw.,"",,,,
"","","","","",276,NMNH Botany Elevation Data (Summarized),,Adiantum_hispidulum_Sw.
273,species,"162,270",Adiantum latifolium Lam.,"",,,,
"","","","","",277,NMNH Botany Elevation Data (Summarized),,Adiantum_latifolium_Lam.
274,species,"162,270",Adiantum melanoleucum Willd.,"",,,,
"","","","","",278,NMNH Botany Elevation Data (Summarized),,Adiantum_melanoleucum_Willd.
275,species,"162,270",Adiantum obliquum Willd.,"",,,,
"","","","","",279,NMNH Botany Elevation Data (Summarized),,Adiantum_obliquum_Willd.
276,species,"162,270",Adiantum pulverulentum L.,"",,,,
"","","","","",280,NMNH Botany Elevation Data (Summarized),,Adiantum_pulverulentum_L.
277,species,"162,270",Adiantum pyramidale (L.) Willd.,"",,,,
"","","","","",281,NMNH Botany Elevation Data (Summarized),,Adiantum_pyramidale_(L.)_Willd.
278,species,"162,270",Adiantum tenerum Sw.,"",,,,
"","","","","",282,NMNH Botany Elevation Data (Summarized),,Adiantum_tenerum_Sw.
279,species,"162,270",Adiantum tetraphyllum Humb. & Bonpl. ex Willd.,"",,,,
"","","","","",283,NMNH Botany Elevation Data (Summarized),,Adiantum_tetraphyllum_Humb._&_Bonpl._ex_Willd.
280,genus,162,"","",,,,
"","","","","",284,,,""
281,species,"162,280",Aechmea lingulata (L.) Baker,"",,,,
"","","","","",285,NMNH Botany Elevation Data (Summarized),,Aechmea_lingulata_(L.)_Baker
282,genus,162,"","",,,,
"","","","","",286,,,""
283,species,"162,282",Aegiphila elata Sw.,"",,,,
"","","","","",287,NMNH Botany Elevation Data (Summarized),,Aegiphila_elata_Sw.
284,species,"162,282",Aegiphila martinicensis Jacq.,"",,,,
"","","","","",288,NMNH Botany Elevation Data (Summarized),,Aegiphila_martinicensis_Jacq.
285,species,"162,282",Aegiphila moldenkeana López-Pal.,"",,,,
"","","","","",289,NMNH Botany Elevation Data (Summarized),,Aegiphila_moldenkeana_López-Pal.
286,genus,162,"","",,,,
"","","","","",290,,,""
287,species,"162,286",Aegopogon cenchroides Humb. & Bonpl. ex Willd.,"",,,,
"","","","","",291,NMNH Botany Elevation Data (Summarized),,Aegopogon_cenchroides_Humb._&_Bonpl._ex_Willd.
288,species,"162,286",Aegopogon tenellus (DC.) Trin.,"",,,,
"","","","","",292,NMNH Botany Elevation Data (Summarized),,Aegopogon_tenellus_(DC.)_Trin.
289,genus,162,"","",,,,
"","","","","",293,,,""
290,variety,"162,289",Aeschynomene americana var. americana L.,"",,,,
"","","","","",294,NMNH Botany Elevation Data (Summarized),,Aeschynomene_americana_var._americana_L.
291,species,"162,289",Aeschynomene sensitiva Sw.,"",,,,
"","","","","",295,NMNH Botany Elevation Data (Summarized),,Aeschynomene_sensitiva_Sw.
292,variety,"162,289",Aeschynomene villosa var. villosa Poir.,"",,,,
"","","","","",296,NMNH Botany Elevation Data (Summarized),,Aeschynomene_villosa_var._villosa_Poir.
293,genus,162,"","",,,,
"","","","","",297,,,""
294,species,"162,293",Agalinis fasciculata (Elliott) Raf.,"",,,,
"","","","","",298,NMNH Botany Elevation Data (Summarized),,Agalinis_fasciculata_(Elliott)_Raf.
295,genus,162,"","",,,,
"","","","","",299,,,""
296,species,"162,295",Agave americana L.,"",,,,
"","","","","",300,NMNH Botany Elevation Data (Summarized),,Agave_americana_L.
297,species,"162,295",Agave angustifolia Haw.,"",,,,
"","","","","",301,NMNH Botany Elevation Data (Summarized),,Agave_angustifolia_Haw.
298,species,"162,295",Agave atrovirens Karw.,"",,,,
"","","","","",302,NMNH Botany Elevation Data (Summarized),,Agave_atrovirens_Karw.
299,species,"162,295",Agave cerulata Trel.,"",,,,
"","","","","",303,NMNH Botany Elevation Data (Summarized),,Agave_cerulata_Trel.
300,species,"162,295",Agave durangensis Gentry,"",,,,
"","","","","",304,NMNH Botany Elevation Data (Summarized),,Agave_durangensis_Gentry
301,species,"162,295",Agave hurteri,"",,,,
"","","","","",305,NMNH Botany Elevation Data (Summarized),,Agave_hurteri
302,species,"162,295",Agave inaequidens K. Koch,"",,,,
"","","","","",306,NMNH Botany Elevation Data (Summarized),,Agave_inaequidens_K._Koch
303,species,"162,295",Agave kerchovei,"",,,,
"","","","","",307,NMNH Botany Elevation Data (Summarized),,Agave_kerchovei
304,species,"162,295",Agave macroculmis Tod.,"",,,,
"","","","","",308,NMNH Botany Elevation Data (Summarized),,Agave_macroculmis_Tod.
305,species,"162,295",Agave maximiliana Baker,"",,,,
"","","","","",309,NMNH Botany Elevation Data (Summarized),,Agave_maximiliana_Baker
306,species,"162,295",Agave pachycentra Trel.,"",,,,
"","","","","",310,NMNH Botany Elevation Data (Summarized),,Agave_pachycentra_Trel.
307,species,"162,295",Agave palmeri Engelm.,"",,,,
"","","","","",311,NMNH Botany Elevation Data (Summarized),,Agave_palmeri_Engelm.
308,species,"162,295",Agave parryi,"",,,,
"","","","","",312,NMNH Botany Elevation Data (Summarized),,Agave_parryi
309,variety,"162,295",Agave parryi var. couesii,"",,,,
"","","","","",313,NMNH Botany Elevation Data (Summarized),,Agave_parryi_var._couesii
310,species,"162,295",Agave potatorum Zucc.,"",,,,
"","","","","",314,NMNH Botany Elevation Data (Summarized),,Agave_potatorum_Zucc.
311,species,"162,295",Agave scabra Salm-Dyck,"",,,,
"","","","","",315,NMNH Botany Elevation Data (Summarized),,Agave_scabra_Salm-Dyck
312,species,"162,295",Agave schidigera,"",,,,
"","","","","",316,NMNH Botany Elevation Data (Summarized),,Agave_schidigera
313,species,"162,295",Agave seemanniana Jacobi,"",,,,
"","","","","",317,NMNH Botany Elevation Data (Summarized),,Agave_seemanniana_Jacobi
314,subspecies,"162,295",Agave shawii subsp. goldmaniana,"",,,,
"","","","","",318,NMNH Botany Elevation Data (Summarized),,Agave_shawii_subsp._goldmaniana
315,species,"162,295",Agave shrevei Gentry,"",,,,
"","","","","",319,NMNH Botany Elevation Data (Summarized),,Agave_shrevei_Gentry
316,species,"162,295",Agave wocomahi Gentry,"",,,,
"","","","","",320,NMNH Botany Elevation Data (Summarized),,Agave_wocomahi_Gentry
317,genus,162,"","",,,,
"","","","","",321,,,""
318,species,"162,317",Ageratina havanensis (Kunth) R.M. King & H. Rob.,"",,,,
"","","","","",322,NMNH Botany Elevation Data (Summarized),,Ageratina_havanensis_(Kunth)_R.M._King_&_H._Rob.
319,species,"162,317",Ageratina illita (Urb.) R.M. King & H. Rob.,"",,,,
"","","","","",323,NMNH Botany Elevation Data (Summarized),,Ageratina_illita_(Urb.)_R.M._King_&_H._Rob.
320,species,"162,317",Ageratina riparia (Regel) R.M. King & H. Rob.,"",,,,
"","","","","",324,NMNH Botany Elevation Data (Summarized),,Ageratina_riparia_(Regel)_R.M._King_&_H._Rob.
321,genus,162,"","",,,,
"","","","","",325,,,""
322,species,"162,321",Ageratum conyzoides L.,"",,,,
"","","","","",326,NMNH Botany Elevation Data (Summarized),,Ageratum_conyzoides_L.
323,subspecies,"162,321",Ageratum conyzoides subsp. conyzoides L.,"",,,,
"","","","","",327,NMNH Botany Elevation Data (Summarized),,Ageratum_conyzoides_subsp._conyzoides_L.
324,species,"162,321",Ageratum houstonianum Mill.,"",,,,
"","","","","",328,NMNH Botany Elevation Data (Summarized),,Ageratum_houstonianum_Mill.
325,genus,162,"","",,,,
"","","","","",329,,,""
326,species,"162,325",Aglaia vitiensis A.C. Sm.,"",,,,
"","","","","",330,NMNH Botany Elevation Data (Summarized),,Aglaia_vitiensis_A.C._Sm.
327,genus,162,"","",,,,
"","","","","",331,,,""
328,species,"162,327",Agropyron arizonicum Scribn. & J.G. Sm.,"",,,,
"","","","","",332,NMNH Botany Elevation Data (Summarized),,Agropyron_arizonicum_Scribn._&_J.G._Sm.
329,genus,162,"","",,,,
"","","","","",333,,,""
330,species,"162,329",Agrostis avenacea J.F. Gmel.,"",,,,
"","","","","",334,NMNH Botany Elevation Data (Summarized),,Agrostis_avenacea_J.F._Gmel.
331,species,"162,329",Agrostis breviculmis Hitchc.,"",,,,
"","","","","",335,NMNH Botany Elevation Data (Summarized),,Agrostis_breviculmis_Hitchc.
332,species,"162,329",Agrostis capillaris L.,"",,,,
"","","","","",336,NMNH Botany Elevation Data (Summarized),,Agrostis_capillaris_L.
333,species,"162,329",Agrostis exarata Trin.,"",,,,
"","","","","",337,NMNH Botany Elevation Data (Summarized),,Agrostis_exarata_Trin.
334,species,"162,329",Agrostis gigantea Roth,"",,,,
"","","","","",338,NMNH Botany Elevation Data (Summarized),,Agrostis_gigantea_Roth
335,species,"162,329",Agrostis hyemale (Walter) Britton et al.,"",,,,
"","","","","",339,NMNH Botany Elevation Data (Summarized),,Agrostis_hyemale_(Walter)_Britton_et_al.
336,species,"162,329",Agrostis hyemalis (Walter) Britton et al.,"",,,,
"","","","","",340,NMNH Botany Elevation Data (Summarized),,Agrostis_hyemalis_(Walter)_Britton_et_al.
337,species,"162,329",Agrostis mertensii Trin.,"",,,,
"","","","","",341,NMNH Botany Elevation Data (Summarized),,Agrostis_mertensii_Trin.
338,species,"162,329",Agrostis micrantha Steud.,"",,,,
"","","","","",342,NMNH Botany Elevation Data (Summarized),,Agrostis_micrantha_Steud.
339,species,"162,329",Agrostis perennans (Walter) Tuck.,"",,,,
"","","","","",343,NMNH Botany Elevation Data (Summarized),,Agrostis_perennans_(Walter)_Tuck.
340,species,"162,329",Agrostis sandwicensis Hillebr.,"",,,,
"","","","","",344,NMNH Botany Elevation Data (Summarized),,Agrostis_sandwicensis_Hillebr.
341,species,"162,329",Agrostis scabra Willd.,"",,,,
"","","","","",345,NMNH Botany Elevation Data (Summarized),,Agrostis_scabra_Willd.
342,species,"162,329",Agrostis stolonifera L.,"",,,,
"","","","","",346,NMNH Botany Elevation Data (Summarized),,Agrostis_stolonifera_L.
343,species,"162,329",Agrostis tolucensis Kunth,"",,,,
"","","","","",347,NMNH Botany Elevation Data (Summarized),,Agrostis_tolucensis_Kunth
344,variety,"162,329",Agrostis tolucensis var. andicola (Pilg.) Rúgolo & A.M. Molina,"",,,,
"","","","","",348,NMNH Botany Elevation Data (Summarized),,Agrostis_tolucensis_var._andicola_(Pilg.)_Rúgolo_&_A.M._Molina
345,variety,"162,329",Agrostis tolucensis var. tolucensis Kunth,"",,,,
"","","","","",349,NMNH Botany Elevation Data (Summarized),,Agrostis_tolucensis_var._tolucensis_Kunth
346,genus,162,"","",,,,
"","","","","",350,,,""
347,species,"162,346",Aiphanes aculeata Willd.,"",,,,
"","","","","",351,NMNH Botany Elevation Data (Summarized),,Aiphanes_aculeata_Willd.
348,species,"162,346",Aiphanes luciana,"",,,,
"","","","","",352,NMNH Botany Elevation Data (Summarized),,Aiphanes_luciana
349,genus,162,"","",,,,
"","","","","",353,,,""
350,species,"162,349",Aira caryophyllea L.,"",,,,
"","","","","",354,NMNH Botany Elevation Data (Summarized),,Aira_caryophyllea_L.
351,genus,162,"","",,,,
"","","","","",355,,,""
352,species,"162,351",Akebia quinata (Houtt.) Decne.,"",,,,
"","","","","",356,NMNH Botany Elevation Data (Summarized),,Akebia_quinata_(Houtt.)_Decne.
353,species,"162,351",Akebia trifoliata (Thunb.) Koidz.,"",,,,
"","","","","",357,NMNH Botany Elevation Data (Summarized),,Akebia_trifoliata_(Thunb.)_Koidz.
354,genus,162,"","",,,,
"","","","","",358,,,""
355,species,"162,354",Albizia berteroana (Balb. ex DC.) Fawc. & Rendle,"",,,,
"","","","","",359,NMNH Botany Elevation Data (Summarized),,Albizia_berteroana_(Balb._ex_DC.)_Fawc._&_Rendle
356,species,"162,354",Albizia lebbeck (L.) Benth.,"",,,,
"","","","","",360,NMNH Botany Elevation Data (Summarized),,Albizia_lebbeck_(L.)_Benth.
357,genus,162,"","",,,,
"","","","","",361,,,""
358,species,"162,357",Alchemilla domingensis Urb.,"",,,,
"","","","","",362,NMNH Botany Elevation Data (Summarized),,Alchemilla_domingensis_Urb.
359,genus,162,"","",,,,
"","","","","",363,,,""
360,species,"162,359",Alchornea latifolia Sw.,"",,,,
"","","","","",364,NMNH Botany Elevation Data (Summarized),,Alchornea_latifolia_Sw.
361,genus,162,"","",,,,
"","","","","",365,,,""
362,variety,"162,361",Aldina latifolia var. latifolia Spruce ex Benth.,"",,,,
"","","","","",366,NMNH Botany Elevation Data (Summarized),,Aldina_latifolia_var._latifolia_Spruce_ex_Benth.
363,genus,162,"","",,,,
"","","","","",367,,,""
364,species,"162,363",Alectryon ferrugineus Radlk.,"",,,,
"","","","","",368,NMNH Botany Elevation Data (Summarized),,Alectryon_ferrugineus_Radlk.
365,genus,162,"","",,,,
"","","","","",369,,,""
366,species,"162,365",Aleurites moluccana (L.) Willd.,"",,,,
"","","","","",370,NMNH Botany Elevation Data (Summarized),,Aleurites_moluccana_(L.)_Willd.
367,genus,162,"","",,,,
"","","","","",371,,,""
368,species,"162,367",Allamanda cathartica L.,"",,,,
"","","","","",372,NMNH Botany Elevation Data (Summarized),,Allamanda_cathartica_L.
369,genus,162,"","",,,,
"","","","","",373,,,""
370,species,"162,369",Allophylus africanus P. Beauv.,"",,,,
"","","","","",374,NMNH Botany Elevation Data (Summarized),,Allophylus_africanus_P._Beauv.
371,species,"162,369",Allophylus camptostachys Radlk.,"",,,,
"","","","","",375,NMNH Botany Elevation Data (Summarized),,Allophylus_camptostachys_Radlk.
372,species,"162,369",Allophylus cobbe (L.) Raeusch.,"",,,,
"","","","","",376,NMNH Botany Elevation Data (Summarized),,Allophylus_cobbe_(L.)_Raeusch.
373,species,"162,369",Allophylus cominia (L.) Sw.,"",,,,
"","","","","",377,NMNH Botany Elevation Data (Summarized),,Allophylus_cominia_(L.)_Sw.
374,species,"162,369",Allophylus crassinervis Radlk.,"",,,,
"","","","","",378,NMNH Botany Elevation Data (Summarized),,Allophylus_crassinervis_Radlk.
375,species,"162,369",Allophylus edulis (A. St.-Hil.) Radlk.,"",,,,
"","","","","",379,NMNH Botany Elevation Data (Summarized),,Allophylus_edulis_(A._St.-Hil.)_Radlk.
376,species,"162,369",Allophylus excelsus Radlk.,"",,,,
"","","","","",380,NMNH Botany Elevation Data (Summarized),,Allophylus_excelsus_Radlk.
377,species,"162,369",Allophylus floribundus (Poepp. & Endl.) Radlk.,"",,,,
"","","","","",381,NMNH Botany Elevation Data (Summarized),,Allophylus_floribundus_(Poepp._&_Endl.)_Radlk.
